"Date of Airing (EST)","Topic List","Fact Check","TV Clip",Organization,Collection
2017-09-14,"Homeland Security,Immigration",http://www.politifact.com/truth-o-meter/statements/2017/sep/18/donald-trump/president-donald-trumps-half-true-claim-support-da/,https://archive.org/details/CSPAN2_20170914_135500_President_Trump_Border_Wall_Will_Be_Funded_a_Little_Bit_Later/start/174/end/184,PolitiFact,trumparchive
2017-09-13,"Taxes,Wealth",http://www.factcheck.org/2017/09/trumps-tax-plan-rich/,https://archive.org/details/CSPAN_20170914_015800_President_Says_Rich_May_Pay_Higher_Taxes/start/453/end/465.4,FactCheck.org,trumparchive
2017-09-13,Crime,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/15/did-james-comey-violate-federal-laws/,https://archive.org/details/CSPAN3_20170913_200600_Sarah_Sanders_Briefs_Reporters_at_the_White_House/start/479.8/end/507.8,"Washington Post",sarah_huckabee_sanders_archive
2017-09-12,Crime,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/15/did-james-comey-violate-federal-laws/,https://archive.org/details/CSPAN3_20170912_184200_White_House_No_Conversation_About_Jared_Kushner_Resigning/start/457/end/476.5,"Washington Post",sarah_huckabee_sanders_archive
2017-09-10,Economy,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/13/president-trumps-claim-foreign-leaders-told-him-theyre-unhappy-with-7-8-percent-gdp-growth/,https://archive.org/details/CSPAN_20170910_170500_President_Pushes_Tax_Reform_Proposal_in_North_Dakota_Visit/start/1153/end/1203.2,"Washington Post",trumparchive
2017-09-05,Immigration,http://www.politifact.com/truth-o-meter/article/2017/sep/05/fact-checking-attorney-general-jeff-sessions-remar/,https://archive.org/details/CSPAN_20170905_150200_Attorney_General_Rescinds_DACA_Program/start/544/end/571,PolitiFact,jeff_sessions_archive
2017-09-05,"Immigration,Crime,Terrorism",http://www.factcheck.org/2017/09/spinning-facts-daca/,https://archive.org/details/CSPAN_20170905_150200_Attorney_General_Rescinds_DACA_Program/start/456/end/481.7,FactCheck.org,jeff_sessions_archive
2017-09-05,Immigration,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/06/the-trump-administrations-claim-that-daca-helped-spur-the-2014-surge-of-minors-crossing-the-border/,https://archive.org/details/CSPAN_20170905_150200_Attorney_General_Rescinds_DACA_Program/start/117/end/138,"Washington Post",jeff_sessions_archive
2017-09-05,Immigration,http://www.politifact.com/truth-o-meter/article/2017/sep/05/fact-checking-attorney-general-jeff-sessions-remar/,https://archive.org/details/CSPAN_20170905_150200_Attorney_General_Rescinds_DACA_Program/start/117/end/138,PolitiFact,jeff_sessions_archive
2017-09-05,Immigration,http://www.factcheck.org/2017/09/spinning-facts-daca/,https://archive.org/details/CSPAN_20170905_150200_Attorney_General_Rescinds_DACA_Program/start/117/end/138,FactCheck.org,jeff_sessions_archive
2017-09-05,Immigration,http://www.politifact.com/truth-o-meter/article/2017/sep/05/fact-checking-attorney-general-jeff-sessions-remar/,https://archive.org/details/CSPAN_20170905_150200_Attorney_General_Rescinds_DACA_Program/start/57/end/79.3,PolitiFact,jeff_sessions_archive
2017-09-05,Immigration,http://www.factcheck.org/2017/09/spinning-facts-daca/,https://archive.org/details/CSPAN_20170905_150200_Attorney_General_Rescinds_DACA_Program/start/57/end/79.3,FactCheck.org,jeff_sessions_archive
2017-09-03,"Corporations,Taxes",http://www.factcheck.org/2017/09/benefits-corporate-tax-cut/,https://archive.org/details/FOXNEWSW_20170903_180000_Fox_News_Sunday_With_Chris_Wallace/start/1735/end/1777.5,FactCheck.org,steve_mnuchin_archive
2017-08-30,Taxes,https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/1748.5/end/1779.1,"Washington Post",trumparchive
2017-08-30,Taxes,https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/1465/end/1521.5,"Washington Post",trumparchive
2017-08-30,Taxes,https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/1365/end/1393,"Washington Post",trumparchive
2017-08-30,"Taxes,Jobs,Economy",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/1315/end/1325,"Washington Post",trumparchive
2017-08-30,"Taxes,History",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/979/end/1007,"Washington Post",trumparchive
2017-08-30,"Taxes,History",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/926.5/end/950,"Washington Post",trumparchive
2017-08-30,"Economy,History",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/800/end/840,"Washington Post",trumparchive
2017-08-30,Economy,https://www.washingtonpost.com/news/fact-checker/wp/2017/08/31/fact-checking-president-trumps-speech-on-his-tax-plan/,https://archive.org/details/CSPAN_20170830_222400_President_Trump_Begins_Push_for_Tax_Reform_Praises_Harvey_Storm_Response/start/758/end/768,"Washington Post",trumparchive
2017-08-28,Immigration,http://www.politifact.com/truth-o-meter/statements/2017/aug/31/donald-trump/donald-trump-repeats-false-claim-about-border-stop/,https://archive.org/details/CSPAN_20170828_202000_President_Trump_Stands_By_Pardon_of_Former_Sheriff_Arpaio/start/1946.5/end/1969,PolitiFact,trumparchive
2017-08-28,"Immigration,Crime,Drugs",https://www.washingtonpost.com/news/fact-checker/wp/2017/09/11/president-trumps-claim-that-a-wall-will-stop-much-of-the-drugs-from-pouring-into-this-country,https://archive.org/details/CSPAN_20170828_202000_President_Trump_Stands_By_Pardon_of_Former_Sheriff_Arpaio/start/1906/end/1922.8,"Washington Post",trumparchive
2017-08-28,"Elections,Crime,Immigration",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/30/was-former-arizona-sheriff-joe-arpaios-criminal-conviction-an-obama-political-witch-hunt/,https://archive.org/details/CSPAN_20170828_202000_President_Trump_Stands_By_Pardon_of_Former_Sheriff_Arpaio/start/1316.5/end/1337.5,"Washington Post",trumparchive
2017-08-24,"Corporations,Taxes",http://www.politifact.com/wisconsin/statements/2017/sep/15/paul-ryan/paul-ryan-35-corporate-tax-rate-keeps-3-trillion-t/,https://archive.org/details/CNBC_20170824_170000_Power_Lunch/start/2081/end/2091,PolitiFact,paul_ryan_archive
2017-08-22,"Energy,Trade",http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/5964/end/6003,FactCheck.org,trumparchive
2017-08-22,"Energy,Trade",http://www.politifact.com/truth-o-meter/statements/2017/aug/23/donald-trump/donald-trump-wrongly-says-us-net-energy-exporte/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/5964/end/6003,PolitiFact,trumparchive
2017-08-22,Economy,http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/5762/end/5777,FactCheck.org,trumparchive
2017-08-22,Trade,http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/5650/end/5663,FactCheck.org,trumparchive
2017-08-22,"Military,Federal Budget",http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/5022.5/end/5032.5,FactCheck.org,trumparchive
2017-08-22,"Health Care,Congress",http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/4651/end/4699,FactCheck.org,trumparchive
2017-08-22,"Health Care",http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/4543/end/4559,FactCheck.org,trumparchive
2017-08-22,Trade,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/08/president-trumps-repeated-claim-of-credit-for-foxconns-deal-in-wisconsin/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/3970/end/3992,"Washington Post",trumparchive
2017-08-22,"Media,Elections",http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/3507/end/3522.5,FactCheck.org,trumparchive
2017-08-22,"Jobs,Labor",http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/3180/end/3196,FactCheck.org,trumparchive
2017-08-22,Jobs,https://www.washingtonpost.com/news/fact-checker/wp/2017/08/24/trumps-claim-that-he-himself-created-1-million-jobs-as-president,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/3150/end/3160,"Washington Post",trumparchive
2017-08-22,Racism,http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/3072/end/3091,FactCheck.org,trumparchive
2017-08-22,Racism,http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/2866/end/2896.3,FactCheck.org,trumparchive
2017-08-22,Media,http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/2570/end/2580,FactCheck.org,trumparchive
2017-08-22,History,http://www.factcheck.org/2017/08/trumps-phoenix-fiction/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/2335/end/2356,FactCheck.org,trumparchive
2017-08-22,"Public Safety",http://www.politifact.com/truth-o-meter/statements/2017/aug/23/donald-trump/trumps-false-claim-there-werent-too-many-peop/,https://archive.org/details/CSPAN_20170823_014300_President_Trump_Holds_First_Rally_Following_Charlottesville_Remarks/start/1628/end/1638,PolitiFact,trumparchive
2017-08-22,"Jobs,Poverty,Taxes,Welfare",http://www.politifact.com/wisconsin/statements/2017/sep/01/paul-ryan/paul-ryan-says-single-mom-who-takes-job-not-packer/,https://archive.org/details/CNNW_20170822_050000_CNN_Town_Hall_House_Speaker_Paul_Ryan/start/4326/end/4353,PolitiFact,paul_ryan_archive
2017-08-22,Congress,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/12/the-house-republican-claim-they-have-passed-more-bills-than-recent-first-year-presidencies/,https://archive.org/details/CNNW_20170822_050000_CNN_Town_Hall_House_Speaker_Paul_Ryan/start/3737.5/end/3748.3,"Washington Post",paul_ryan_archive
2017-08-22,"Health Care",http://www.politifact.com/truth-o-meter/statements/2017/aug/24/paul-ryan/ryan-way-obamacare-county-insurance-stat-cnn-town-/,https://archive.org/details/CNNW_20170822_050000_CNN_Town_Hall_House_Speaker_Paul_Ryan/start/3610/end/3626.3,PolitiFact,paul_ryan_archive
2017-08-21,"Terrorism,Foreign Policy",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/22/trumps-incorrect-claim-that-20-u-s-designated-terror-groups-operate-in-afghanistan-and-pakistan/,https://archive.org/details/CSPAN_20170822_010100_President_Trump_Addresses_Nation_on_U.S._Policy_in_Afghanistan_and_South.../start/645/end/660,"Washington Post",trumparchive
2017-08-17,"Terrorism,History",http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-retells-pants-fire-claim-about-gen-pe/,https://archive.org/details/FBC_20170817_190000_Countdown_to_the_Closing_Bell_With_Liz_Claman/start/2427/end/2441,PolitiFact,trumparchive
2017-08-17,"Civil Rights",http://www.politifact.com/truth-o-meter/article/2017/aug/18/trump-says-lindsey-graham-lied-about-trumps-charlo/,https://archive.org/details/CNNW_20170817_110000_New_Day/start/165/end/185,PolitiFact,trumparchive
2017-08-16,"Jobs,Taxes",http://www.politifact.com/truth-o-meter/article/2017/aug/16/trump-takes-aim-amazon-barbed-tweet/,https://archive.org/details/WJLA_20170816_160000_ABC7_News_at_Noon/start/1034/end/1044,PolitiFact,trumparchive
2017-08-15,"Economy,Jobs,Workers",http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-says-wages-havent-gone-long-time-s-wr/,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/1408/end/1418.5,PolitiFact,trumparchive
2017-08-15,"Civil Rights,Crime",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/16/president-trumps-false-claim-that-counter-demonstrators-lacked-a-permit/?utm_term=.63548fd462a5,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/1252/end/1263,"Washington Post",trumparchive
2017-08-15,"Civil Rights,Racism",http://www.politifact.com/truth-o-meter/article/2017/aug/16/look-data-domestic-terrorism-and-whos-behind-it/,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/1110/end/1125,PolitiFact,trumparchive
2017-08-15,"Crime,Federal Budget,Civil Rights",http://www.factcheck.org/2017/08/trumps-hollow-claim-inner-cities/,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/1057.7/end/1069.7,FactCheck.org,trumparchive
2017-08-15,"Crime,Federal Budget,Civil Rights",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/17/president-trumps-claim-he-has-done-far-more-than-anyone-for-inner-cities/?utm_term=.ccc41075dd0b,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/1057.7/end/1069.7,"Washington Post",trumparchive
2017-08-15,"Civil Rights,Crime,Diversity",http://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-wrong-charlottesville-counter-protest/,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/910/end/920,PolitiFact,trumparchive
2017-08-15,"Civil Rights,Crime,Diversity",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/16/president-trumps-false-claim-that-counter-demonstrators-lacked-a-permit/?utm_term=.63548fd462a5,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/910/end/920,"Washington Post",trumparchive
2017-08-15,"Civil Rights,Racism",http://www.factcheck.org/2017/08/trump-press-conference-context/,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/665/end/680,FactCheck.org,trumparchive
2017-08-15,Jobs,https://www.washingtonpost.com/news/fact-checker/wp/2017/08/24/trumps-claim-that-he-himself-created-1-million-jobs-as-president,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/625/end/635,"Washington Post",trumparchive
2017-08-15,"Civil Rights,Racism",http://www.factcheck.org/2017/08/trump-press-conference-context/,https://archive.org/details/CSPAN_20170815_223700_President_Trump_Says_There_is_Blame_on_Both_Sides_for_Violence_in.../start/541/end/557.2,FactCheck.org,trumparchive
2017-08-14,"Terrorism,Civil Rights,Racism",http://www.politifact.com/truth-o-meter/article/2017/aug/16/look-data-domestic-terrorism-and-whos-behind-it/,https://archive.org/details/KGO_20170814_140000_Good_Morning_America/start/819/end/834,PolitiFact,jeff_sessions_archive
2017-08-13,"China,Nuclear",http://www.factcheck.org/2017/08/pompeo-distorts-chinas-nuclear-policy/,https://archive.org/details/FOXNEWSW_20170813_180000_Fox_News_Sunday_With_Chris_Wallace/start/321/end/342,FactCheck.org,mike_pompeo_archive
2017-08-10,"Federal Budget,Foreign Policy",https://www.washingtonpost.com/news/fact-checker/wp/2017/08/25/president-trumps-claim-that-the-u-s-would-save-a-lot-of-money-in-russian-embassy-downsizing/,https://archive.org/details/CSPAN_20170810_230500_President_Thanks_Russia_for_Expelling_Americans/start/183/end/199,"Washington Post",trumparchive
